event_name,supplier_id,supplier_name,score,confidence_score,match_sentence,mentioned_org,mentioned_other_org,index_events,properties_other_mentioned_org,uuid_org
Layoff,371,Cognizant - UK,40,84.32159377,"['The Karnataka State IT/ITeS Employees Union ( KITU ) will approach the labour department against tech firm Cognizant who has been allegedly laying off  thousands of employees in the name of effectively managing workforce utilisation', ""Bengaluru IT services firm Cognizant which is under fire for laying off  employees en masse said it was undertaking 'normal performance management' and refuted the numbers being shared by employee unions"", 'US Tech Giant Cognizant  Lays Off  18,000 Employees Trade Union Takes Them To Court', ' Cognizant  lays off  employees across multiple India locations | Business - Times of India Videos', 'IT bellwether Cognizant has reportedly laid off  thousands of benched employees not actively engaged in client projects at its offices across India', 'A labour union in Karnataka is set to take legal action against IT major Cognizant after alleging that the company is laying off "" thousands"" of employees at its offices across the country', 'As IT sector looks for revival Cognizant  lays off  thousands of employees on the bench']","['Cognizant', 'Business Times of India']",['Business Times of India'],297,Business Times of India,86537fe4-b762-e63a-8969-2223e1185a2a
Layoff,864,Royal Mail - UK,40,72.55052447,"['• Royal Mail has said it is to cut  2,000 management jobs']",['Royal Mail'],[],298,,4ed6ff37-27f5-47ae-8ba5-5bb1d3089176
Layoff,864,Royal Mail - UK,60,82.5857149,"[' Royal Mail to cut  2,000 management jobs as profits tumble', ' Royal Mail to cut  2,000 jobs in fight to reform as profits shrink', ' Royal Mail to cut  2,000 jobs', ' Royal Mail announced that it is cutting  2,000 jobs and planning a management overhaul to help reduce costs…', 'LONDON MARKET PRE-OPEN Royal Mail To Cut  Jobs As Annual Profit Slumps | Financial News', ' Royal Mail set to cut  2,000 management jobs', ' Royal Mail is set to cut  2,000 jobs with chief executive Keith Williams announcing a “management restructure”', 'City Bulletin Royal Mail to cut 2,000 management jobs in latest overhaul', 'TOP NEWS Royal Mail To Cut  2,000 Jobs As Profit Drops In Full Year', 'In order to improve the situation the Royal Mail decided to cut 2,000 management positions', ' Royal Mail to cut  2,000 jobs in fight to reform as profits shrink', ' Royal Mail  Cuts Management Jobs as Virus Hits Demand', 'In order to improve the situation the Royal Mail decided to cut 2,000 management positions', ' Royal Mail to cut  2,000 jobs in fight to reform as profits shrink', ' Royal Mail to cut  2,000 jobs as virus hits business', ' Royal Mail  cuts  2,000 jobs', ' Royal Mail to cut  2,000 jobs after profit falls | Earnings | POST Online Media', ' Royal Mail to cut  2,000 jobs after profit falls', ' Royal Mail to cut  2,000 jobs in fight to reform as profits shrink', 'In order to improve the situation the Royal Mail decided to cut 2,000 management positions']","['the Royal Mail', 'Royal Mail', 'City Bulletin']",['City Bulletin'],299,City Bulletin,4ed6ff37-27f5-47ae-8ba5-5bb1d3089176
Layoff,371,Cognizant - UK,40,74.13986146,"['A labor union in the Indian state of Karnataka is threatening to bring a lawsuit against Cognizant accusing the global IT consultant of laying off ‘ thousands of employees’ in the country', 'Also watch Cognizant  lays off  employees across multiple India locations (Video by The Times of India )']","['Cognizant', 'The Times of India']",['The Times of India'],300,The Times of India,86537fe4-b762-e63a-8969-2223e1185a2a
Layoff,1452,"Uber Technologies, Inc.",40,51.21448345,"[' Uber  laid off 14% — 3,700 people — and the CEO had to forfeit his $1 million salary', ' Uber  laid off 14% — 3,700 people — and the CEO had to forfeit his $1 million salary']",['Uber'],['Uber'],301,Uber,5e2a0e51-feb9-405b-ae77-e214b18b19b4
Bankruptcy,97,Neiman Marcus,50,75.43211461,"[' Neiman Marcus  filed for Chapter 11 bankruptcy with a condition for emerging shutting down five locations including its much vaunted New York City location in Hudson Yards leaving 37 stores in its portfolio', ' Neiman Marcus  filed for Chapter 11 bankruptcy with a condition for emerging shutting down five locations including its much vaunted New York City location in Hudson Yards leaving 37 stores in its portfolio', ' Neiman Marcus  filed for Chapter 11 bankruptcy with a condition for emerging shutting down five locations including its much vaunted New York City location in Hudson Yards leaving 37 stores in its portfolio']",['Neiman Marcus'],[],302,,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,1783,Rackspace - BlueTarp,40,87.80836024,[' Rackspace is about to lay off ten per cent of its workforce'],['Rackspace'],[],303,,545431fb-8c10-7fdd-e6be-2efd4048c558
Layoff,264,BT Group - UK,40,61.74024744,"[' BT is cutting  13,000 jobs across its operations and will have closed 270 of its UK sites by 2023']",['BT'],['BT'],304,BT,a4b6b2bc-79ac-4462-b06f-587ae9d2fad0
Bankruptcy,97,Neiman Marcus,50,70.83603473,"[""The department store sector has been in decline for decades with several of Macy 's long-time rivals such as Sears JCPenney and Neiman Marcus  filing for bankruptcy"", ""The department store sector has been in decline for decades with several of Macy 's long-time rivals such as Sears JCPenney and Neiman Marcus  filing for bankruptcy""]","['Neiman Marcus', 'Sears JCPenney', 'Macy']","['Sears JCPenney', 'Macy']",305,"Sears JCPenney,Macy",47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,44,Wells Fargo,67,65.34617198,"[' Wells Fargo predicts automation could cut as many as a 100,000 banking jobs over the next five years', ' Wells Fargo predicts automation could cut as many as a 100,000 banking jobs over the next five years', ' Wells Fargo predicts automation could cut as many as a 100,000 banking jobs over the next five years']",['Wells Fargo'],[],306,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,44,Wells Fargo,40,78.25631129,[' Wells Fargo to lay off  30 employees in Maryland'],['Wells Fargo'],[],307,,3e683191-c38b-5166-9ae3-8bfc3b975859
Layoff,103,MICROSOFT CORPORATION,80,57.19926935,[' Microsoft announces plan to cut cybersecurity workforce shortage in half by 2025'],['Microsoft'],['Microsoft'],308,Microsoft,9961e5b4-8c3a-4a5c-8168-d5950d6f907d
Layoff,357,CITRIX SYSTEMS,40,61.09617723,[' Citrix  laying off reassigning 160 workers in Fort Lauderdale'],['Citrix'],['Citrix'],309,Citrix,52f4bdc1-5c4a-2ccd-837d-133a0a578cda
Bankruptcy,1302,Microsoft Advertising - US,50,74.89474823,[' Microsoft then filed for Chapter 11 bankruptcy and IBM decided to make its own version of Windows'],"['Microsoft', 'IBM']",['IBM'],310,IBM,556fccbc-74d7-2f44-5804-9b7d84af722c
Layoff,1452,"Uber Technologies, Inc.",40,68.04471619,"[' Uber  laid off  6,700 employees last May and bought rival Postmates in December']","['Uber', 'Postmates']","['Uber', 'Postmates']",311,"Uber,Postmates",5e2a0e51-feb9-405b-ae77-e214b18b19b4
Layoff,814,PricewaterhouseCoopers LLP (PWC) - Preferred Supplier Pool (PSP),80,59.46960303,[' PwC  reduced meeting times by 25% and encouraged employees to cancel meetings on Fridays'],['PwC'],['PwC'],312,PwC,41869170-ba33-e03d-33d5-14825f397bd3
Layoff,1476,CDN-PwC,80,59.46960303,[' PwC  reduced meeting times by 25% and encouraged employees to cancel meetings on Fridays'],['PwC'],[],313,,2c23e7ad-4441-5320-fdf9-5aa7007fec0b
Layoff,1094,Saks Fifth Avenue (Inactive - Use Hudsons Bay (US and CDN)),40,60.73454727,[' Saks Fifth Avenue ’s parent company laid off 507 New York workers'],['Saks Fifth Avenue ’s'],['Saks Fifth Avenue ’s'],314,Saks Fifth Avenue ’s,a2fadb10-9952-b057-f52c-76b5b463caeb
Layoff,720,Moody's Analytics (Lending Cloud fka WebEquity Solutions),40,81.97074216,"[""ADP and Moody's Analytics reported on Wednesday that companies reduced payrolls by 20.236 million in through mid-April as the worst of the coronavirus-induced economic freeze began claiming vast numbers of full and part-time positions""]","['Moodys Analytics', 'ADP']","['Moodys Analytics', 'ADP']",315,"Moodys Analytics,ADP",27b7a483-5013-48b5-9bcf-e35f375b6c80
Layoff,720,Moody's Analytics (Lending Cloud fka WebEquity Solutions),40,65.78204853,"[""The Economic Policy Institute predicts more than 3 million jobs lost and a Moody's Analytics report estimates that 10 million workers could see their income impacted by lower pay furloughs or layoffs"", 'A Moody\'s Analytics\' report showed that 27 million people or about 18% percent of total US jobs work for ""industries whose revenues are severely curtailed and are vulnerable to layoffs as businesses particularly smaller firms run down their cash and credit lines ""']","['Moodys Analytics', 'The Economic Policy Institute']","['Moodys Analytics', 'The Economic Policy Institute']",316,"Moodys Analytics,The Economic Policy Institute",27b7a483-5013-48b5-9bcf-e35f375b6c80
Bankruptcy,548,FRONTIER COMMUNICATIONS CORPORATION,50,78.1725371,"['US oil producer Whiting Petroleum Corp and telecom company Frontier Communications Corp are set to pay CDS holders after filing for bankruptcy this month', ' Frontier Communications recently announced it and its direct and indirect subsidiaries voluntarily filed for Chapter 11 bankruptcy']","['Frontier Communications Corp', 'Whiting Petroleum Corp', 'Frontier Communications']","['Frontier Communications Corp', 'Whiting Petroleum Corp', 'Frontier Communications']",317,"Frontier Communications Corp,Whiting Petroleum Corp,Frontier Communications",90eba7fe-ddbd-e043-67f8-bdfa0710bfd6
Layoff,1094,Saks Fifth Avenue (Inactive - Use Hudsons Bay (US and CDN)),40,55.57598116,['Last week Saks Fifth Avenue ’s parent company Hudson’s Bay Company said it will have to lay off  507 retail workers in New York City'],"['Hudson’s Bay Company', 'Saks Fifth Avenue ’s']","['Hudson’s Bay Company', 'Saks Fifth Avenue ’s']",318,"Hudson’s Bay Company,Saks Fifth Avenue ’s",a2fadb10-9952-b057-f52c-76b5b463caeb
Bankruptcy,1091,Lord & Taylor (Inactive - Use Hudsons Bay (US and CDN)),50,51.83948374,['Earlier this week Lord & Taylor announced it is exploring filing for bankruptcy after shutting down its 38 US department stores'],['Lord Taylor'],['Lord Taylor'],319,Lord Taylor,abebf617-5d62-64f0-481c-803909366a00
Layoff,245,Bloomberg,60,57.27184655,"['POLITICO previously reported that Bloomberg was laying off  hundreds of staffers around the country and paying them through March 31 though they would be allowed to keep their Bloomberg -issued iPhones and MacBooks (which would be taxed as income)', ""Former Bloomberg campaign staffers say they feel lied to after learning last week that their jobs would be cut despite promises of work no matter what from one of the world's richest people""]",['POLITICO'],['POLITICO'],320,POLITICO,3eae151d-c4b2-9a66-45a7-0dd77cdc3ab1
Bankruptcy,97,Neiman Marcus,50,68.19656511,"['Neiman Marcus has not made formal decisions about whether to declare  bankruptcy as a $4.3 billion debt load weighs on the company and the coronavirus pandemic slams the industry by forcing store closures according to the news service', 'Heading into 2020 analysts feared North Texas -based retailers JCPenney & Co. and Neiman Marcus were heading for bankruptcy']","['Neiman Marcus', 'JCPenney Co']",['JCPenney Co'],321,JCPenney Co,47e1fff1-b9da-5901-dea2-124087ef1ba3
Layoff,120,Kohls,40,77.62484623,['In the final days of March major retailers such as Kohls the Gap Macy’s and Bloomingdales furloughed  hundreds of thousands of employees'],"['Kohls', 'Bloomingdales', 'Macy’s']","['Bloomingdales', 'Macy’s']",322,"Bloomingdales,Macy’s",fa4d9173-493b-f3d0-b343-c7e884aff7ad
Layoff,447,DEUTSCHE BANK,40,57.35085918,"['For example Deutsche Bank that two years ago considered selling the Indian unit and recently in July last year laid off  18,000 staff globally as part of a broader restructuring is staying put in India which is home to its only retail business outside Europe']",['Deutsche Bank'],['Deutsche Bank'],323,Deutsche Bank,e649d0c7-3f41-e2c0-03b7-867ab82fb8d2
Bankruptcy,348,Chesapeake,100,57.71408427,['It seems like a foregone conclusion that Chesapeake Energy will file for bankruptcy this year'],['Chesapeake Energy'],[],324,,4a6056f8-a0b6-4bac-b025-2a962a0bd5a2
Layoff,720,Moody's Analytics (Lending Cloud fka WebEquity Solutions),80,55.33062897,"[""Data from ADP and Moody's Analytics showed U.S. companies cut  27,000 jobs through March 12""]","['Moodys Analytics', 'ADP']","['Moodys Analytics', 'ADP']",325,"Moodys Analytics,ADP",27b7a483-5013-48b5-9bcf-e35f375b6c80
Layoff,743,NetApp,40,58.36898721,[' NetApp Inc. is laying off around 5% of its staff'],['NetApp Inc'],[],326,,bbd3ae58-58e2-d81c-42bf-97d4a07ac0d1
Bankruptcy,548,FRONTIER COMMUNICATIONS CORPORATION,50,61.83000844,"[""Just this year so far 24 publicly traded U.S. companies like communications services firm Frontier Communications and energy firms like Diamond Offshore and McDermott International filed for bankruptcy protection says BankruptcyData in an analysis provided to Investor's Business Daily""]","['Frontier Communications', 'BankruptcyData', 'McDermott International', 'Investors Business Daily', 'Diamond Offshore']","['Frontier Communications', 'BankruptcyData', 'McDermott International', 'Investors Business Daily', 'Diamond Offshore']",327,"Frontier Communications,BankruptcyData,McDermott International,Investors Business Daily,Diamond Offshore",90eba7fe-ddbd-e043-67f8-bdfa0710bfd6
Layoff,331,Transcontinental Canada,40,67.40543012,"[' TC Transcontinental  Laid off  1,600 people in its printing unit']",['TC Transcontinental Laid'],[],328,,a02d3969-2526-77b4-538f-f753ce9af3c0
Layoff,1053,YELP INC,40,88.78498239,"['It was recently announced that food review app Yelp would be laying off 1,000 workers and furloughing 1,100 more amounting to approximately one-third of its staff', 'San Francisco -based Yelp which relies on users to pen restaurant and small business reviews said it’s laying off  1,000 people this week and furloughing an additional 1,100 — in all about a third of its workforce', ""San Francisco -based Yelp which relies on users to pen restaurant and small business reviews said it's laying off  1,000 people this week and furloughing another 1,100"", ' Yelp Restaurant Reviews Site Will Layoff And Lay Off  2,000 Employees', ' Yelp  Axes  1,000 Jobs Furloughs Staffers']",['Yelp'],['Yelp'],329,Yelp,359a4a11-5201-3d7d-f7e1-3ac745fbf265
