uuid,properties.name,properties.identifier.permalink,properties.identifier.image_id,properties.identifier.uuid,properties.identifier.entity_def_id,properties.identifier.value,properties.primary_job_title,properties.description,properties.primary_organization.permalink,properties.primary_organization.image_id,properties.primary_organization.uuid,properties.primary_organization.entity_def_id,properties.primary_organization.value,properties.gender
1d679aec-7702-b57f-485c-0f9e092490bd,Martin J. Schroeter,martin-j-schroeter,v1431613209/dlsha63ku4jzr72u9mcn.png,1d679aec-7702-b57f-485c-0f9e092490bd,person,Martin J. Schroeter,CEO - IBM Kyndryl,"Martin Schroeter was named Senior Vice President and Chief Financial Officer on January 1, 2014.
He was previously General Manager of IBM Global Financing, a position he held since April 2011, where he led the world’s largest captive IT financier with a total asset base in excess of $37 billion and 125,000 customers in 50 countries.
Mr. Schroeter also served as IBM Treasurer, responsible for the company's balance sheet, cash flow, capital structure, interest rate and currency risk management and treasury operations.  He has also held the role of Assistant Treasurer, Capital Markets, Investments and Foreign Exchange Operations.  
Prior to roles in Treasury he served in a variety of business line and finance executive positions, including Vice President of Global Technology Services, Asia Pacific; General Manager of IBM Global Financing, Asia Pacific; and CFO and Finance Director, IBM Australia and New Zealand.
Mr. Schroeter received his MBA from Carnegie Mellon University and his undergraduate degree from Temple University.",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
d92c0846-e870-d05a-123d-6199b70c883d,Maged Wassim,maged-wassim,v1460544049/uzongv6lkvtuybvdd0gm.png,d92c0846-e870-d05a-123d-6199b70c883d,person,Maged Wassim,"Vice President, IBM Cloud and Cognitive software",,ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
37e1adba-8ad1-4efa-9017-7ff610311092,Rashida Hodge,rashida-hodge,el85l298zr3dccturfhj,37e1adba-8ad1-4efa-9017-7ff610311092,person,Rashida Hodge,"Vice President, Insurance Industry","Rashida Hodge is vice president, IBM North America–Insurance Industry and leads the cross- functional IBM client teams for insurance across the United States. In this role she is focused on delivering client value, enhancing customer engagement and driving digital transformation and modernization for clients leveraging the IBM portfolio and partner ecosystem of solutions.

Prior to this role, Hodge was IBM vice president, Watson Strategic Partnerships. Watson is one of IBM’s most significant innovations in IBM’s history and represents a new era of information technology. In this role she was responsible for the strategy, execution and deployment of IBM Watson with independent software vendors (ISVs) who are embedding Watson services in their applications and platforms. Hodge has consistently demonstrated strong client dedication, delivery leadership and global operational excellence throughout her career.

Hodge has previously held numerous leadership roles across IBM where she was core to establishing sustainable business operations and end-to-end client and partner success. Her relentless drive to succeed and win has led to significant client successes and the transformation of key business processes.

Hodge has a Bachelor of Science and Master of Engineering in industrial engineering from North Carolina State University and holds an M.B.A. from Duke University. She is the founder of the NC State College of Engineering Foundation Real Hope for Next Gen Engineers Endowed Scholarship.

Hodge is originally from St. Thomas, U.S. Virgin Islands, and has a passion for mentoring and giving back to her community. She is a firm believer in the adage “we all stand on the shoulders of giants” and fights to be a giant for many, especially women and people of color.",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,female
0c9006f0-4819-5c00-247b-bab57e080c20,Felix Zeng,felix-zeng,v1438183087/me47qur39sfplvm8moyf.jpg,0c9006f0-4819-5c00-247b-bab57e080c20,person,Felix Zeng,Head of Programmatic At Watson Advertising,"Felix Zeng is the Director of Business Development of Programmatic Sales at The Weather Company since April 2014. In this role, Felix leads the programmatic demand team who sells Weather’s advertising inventory programmatically to agency trading desks, demand-side platforms (DSPs), agencies and advertisers. Weather’s advertising inventory includes weather.com, wunderground.com and The Weather Channel and Weather Underground apps across mobile, tablet and emerging platforms. Felix is based in the company’s New York office. 

Prior to The Weather Company, Felix spent 11 years at About Inc, where he rose through the ranks in roles with progressively greater responsibilities. Felix joined About Inc. as a Financial Analyst and eventually was sent by About’s CEO to start About China in Beijing. Felix then returned to New York to get his MBA while working in yield and sales analytics. Felix was promoted to Manager of Business Development and ultimately Director of Business Development. 

Felix began his career as a Financial Analyst at Goldman Sachs. 

Felix earned a Bachelor’s degree in Applied Economics and Business Management from Cornell University, where he graduated magna cum laude and earned an MBA with honors from Columbia University’s executive program.",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
83435dbb-b0e0-4b65-82dd-d8fbf8a53a81,Rhonda Childress,rhonda-childress,pdqozjkvuexeqgqdqfu4,83435dbb-b0e0-4b65-82dd-d8fbf8a53a81,person,Rhonda Childress,IBM Fellow Vice President – GTS Data Security and Privacy Officer,"Rhonda Childress is the CTO of Security Services, an IBM Fellow, and Master Inventor with over 100 granted patents. She is currently responsible for the technical strategy, development, and delivery of professional security services to IBM clients worldwide. ",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,female
17b09b7c-7a3e-4d7a-9a63-47291a2844ff,Koos Lodewijkx,koos-lodewijkx,a5xqq79o9u7lidbx8vmd,17b09b7c-7a3e-4d7a-9a63-47291a2844ff,person,Koos Lodewijkx,"Vice President, CISO",,ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
3cfe7445-b01c-4ef6-82bb-85a431bbcae9,Steven Eliuk,steven-eliuk,t4zsbbn9vrxxfqmubdu8,3cfe7445-b01c-4ef6-82bb-85a431bbcae9,person,Steven Eliuk,Vice President of Deep Learning & Global Chief Data Office,"Steven Eliuk is Vice President Deep Learning, Global Chief Data Office (GCDO) at IBM, where he leads the development of platform and infrastructure components for machine learning and deep learning in the Cognitive Enterprise Data Platform, IBM’s data lake. He also is focused on applying DL in the enterprise to accelerate the use of cognition in internal processes while maintaining governance, security, privacy, and trust. His work has both generated revenue and showcased cognition at IBM scale to clients. Before joining IBM, Steven led the design of high performance computing (HPC) infrastructure for artificial intelligence and launched the first model parallel distributed training framework for HPC at Samsung Research America. Steven earned a PhD in Computer Science from the University of Alberta. He has presented at many events, including IBM Think, IBM CDO Summit, Nvidia GPU Developers Conference, IEEE, and more.",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
8d059633-7c0c-8b6a-a5c7-fb01ca80638d,Michael Curry,michael-curry-5,v1493871172/kyv1tevss1c5tgqlbbcg.png,8d059633-7c0c-8b6a-a5c7-fb01ca80638d,person,Michael Curry,"Vice President, IBM Watson Health",,ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
eec32f3c-3661-78f4-678a-042421034774,Brigid McDermott,brigid-mcdermott,v1504516338/qoxo24tiorl3con8g0uq.png,eec32f3c-3661-78f4-678a-042421034774,person,Brigid McDermott,Vice President Digital Transformation,,ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,female
8773898a-13df-5a10-3685-6b991e5c09ec,Jerry Cuomo,jerry-cuomo,v1494248663/bemaccxclaxutv5x5vuu.png,8773898a-13df-5a10-3685-6b991e5c09ec,person,Jerry Cuomo,"Vice President, Blockchain Technology","Jerry Cuomo is an IBM Fellow and newly appointed Vice President of Blockchain Technologies. In his new role, Jerry is leading the creation of an emerging business unit to define IBM’s Blockchain strategy, offerings and customer engagement approach. In 2016 IBM Blockchain is open for business, with the creation and open source contributions to the new Linux Hyperledger Project, the introduction of IBM Blockchain Cloud Services, and the new Blockchain Garages to be opened in NYC, London, Japan and Singapore.

Jerry is known as one of the fathers of the IBM WebSphere software brand, where he served as Chief Technology Officer for 15 years. During this time Jerry’s lead efforts to establish key middleware initiatives including; IBM’s API Management, Mobile and Cloud Services offerings in Bluemix. Jerry also led acquisitions to accelerate delivery in emerging middleware areas including StrongLoop, Worklight and DataPower.

Jerry continues to be a visible spokesperson for IBM in the emerging technology areas including Blockchain, API Economy, Digital Transformation, Cloud Services and the lean start-up approach to continually address new business opportunities.",ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
3f7d49ae-5e69-f5c6-35d5-a6e27e52b143,Takayuki Hashimoto,takayuki-hashimoto,v1408170102/b6mzokbxryvihiynu3oi.jpg,3f7d49ae-5e69-f5c6-35d5-a6e27e52b143,person,Takayuki Hashimoto,Chairman,Chairman of IBM Japan.,ibm,d4c2niwf9htmk2sp1vli,fc5fbe7a-562d-d577-b05e-46797caa134c,organization,IBM,male
